element_id,row_type,parent_id,screen_id,screen,source_path,source_symbol_or_requirement,implementation_status,component_id,variant,states,light_dark_token_roles,layout_id,pattern_id,placement,interaction_contract,accessibility_contract,copy_key,english,romanian,spec_anchor,verification_scenario
F:S09-address,field,,S09,Site editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S09 / SiteEditorScreen,implemented field,C08,short,Empty/filled/focus/invalid/read-only as applicable; Optional,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk;color.disabledContainer;color.disabledText,L05,P04,Address in listed S09 field order,Plain text; adopted short explanation/guidance bound500 when that field is governed by U2. No markup execution. Save: Explicit parent Save,Text / sentence capitalization; Next; label/required/helper/error spoken. Public address,field_s09_address,Address,Adresă,field-s09-address,"T-F-S09-address: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
F:S09-inherit,field,,S09,Site editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S09 / SiteEditorScreen,adopted/pending field,C14,switch,Empty/filled/focus/invalid/read-only as applicable; Explicit mode; source reconciliation E06,color.action;color.onAction;color.surfaceSubtle;color.outlineControl;color.textPrimary;color.textSecondary;color.errorInk;color.focus,L05,P04,Use customer's main contact in listed S09 field order,"Preference intent, not ambiguous record status; show actual external capability separately. Save: Explicit parent Save",Switch / Space toggles; label/required/helper/error spoken. Contact inheritance,field_s09_inherit,Use customer's main contact,Folosește contactul principal al clientului,field-s09-inherit,"T-F-S09-inherit: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
F:S09-contact,field,,S09,Site editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S09 / SiteEditorScreen,implemented field,C08,name,Empty/filled/focus/invalid/read-only as applicable; Optional when independent,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk;color.disabledContainer;color.disabledText,L05,P04,Contact name in listed S09 field order,Trim only at submission; required when marked; adopted general name/title bound120; preserve source-specific stricter rule. Never silently truncate. Save: Explicit parent Save,"Text / words capitalization; Next, last field Done; label/required/helper/error spoken. Contact information",field_s09_contact,Contact name,Nume contact,field-s09-contact,"T-F-S09-contact: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
F:S09-phone,field,,S09,Site editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S09 / SiteEditorScreen,implemented field,C08,phone,Empty/filled/focus/invalid/read-only as applicable; Optional when independent,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk;color.disabledContainer;color.disabledText,L05,P04,Phone in listed S09 field order,"Optional; allow international +, spaces and punctuation; do not promise valid/deliverable contact. Save: Explicit parent Save",Phone keyboard; Next; label/required/helper/error spoken. Contact information,field_s09_phone,Phone,Telefon,field-s09-phone,"T-F-S09-phone: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
F:S09-email,field,,S09,Site editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S09 / SiteEditorScreen,implemented field,C08,email,Empty/filled/focus/invalid/read-only as applicable; Optional when independent,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk;color.disabledContainer;color.disabledText,L05,P04,Email in listed S09 field order,Optional; basic structure validation only where existing save contract requires it. No lookup or delivery verification. Save: Explicit parent Save,Email keyboard / no autocorrect; Next; label/required/helper/error spoken. Contact information,field_s09_email,Email,E-mail,field-s09-email,"T-F-S09-email: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
F:S09-access,field,,S09,Site editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S09 / SiteEditorScreen,implemented field,C23,note,Empty/filled/focus/invalid/read-only as applicable; Optional,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk,L05,P04,Access notes in listed S09 field order,Adopted notes bound4000; preserve full Unicode and lines; active required reasons nonblank; public/private explicit. Save: Explicit parent Save,Multiline text / sentence capitalization; Newline; label/required/helper/error spoken. Private — not on reports,field_s09_access,Access notes,Note de acces,field-s09-access,"T-F-S09-access: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
F:S09-default,field,,S09,Site editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S09 / SiteEditorScreen,implemented field,C13,checkbox,Empty/filled/focus/invalid/read-only as applicable; Optional preference in current editor,color.action;color.onAction;color.outlineControl;color.textPrimary;color.textSecondary;color.focus;color.disabledText,L05,P04,Default site in listed S09 field order,Boolean/selection buffer only unless immediate setting explicitly specified; dependent constraints checked before commit. Save: Explicit parent Save,Checkbox / Space toggles; label/required/helper/error spoken. Current master data,field_s09_default,Default site,Locație implicită,field-s09-default,"T-F-S09-default: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
F:S11-site,field,,S11,Equipment editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S11 / EquipmentEditorScreen,implemented field,C09,picker,Empty/filled/focus/invalid/read-only as applicable; Required on create; fixed on edit,color.surface;color.textPrimary;color.textSecondary;color.icon;color.outlineDecorative;color.outlineControl;color.focus;color.errorInk,L05,P04,Site in listed S11 field order,"Choose stable eligible ID, not display string. Clear only for explicitly optional relation; parent validates again at save. Save: Explicit parent Save",No IME until searchable chooser; enter/space opens; label/required/helper/error spoken. Current location,field_s11_site,Site,Locație,field-s11-site,"T-F-S11-site: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
F:S11-name,field,,S11,Equipment editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S11 / EquipmentEditorScreen,implemented field,C08,name,Empty/filled/focus/invalid/read-only as applicable; Required,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk;color.disabledContainer;color.disabledText,L05,P04,Equipment name in listed S11 field order,Trim only at submission; required when marked; adopted general name/title bound120; preserve source-specific stricter rule. Never silently truncate. Save: Explicit parent Save,"Text / words capitalization; Next, last field Done; label/required/helper/error spoken. Public identification",field_s11_name,Equipment name,Numele echipamentului,field-s11-name,"T-F-S11-name: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
F:S11-type,field,,S11,Equipment editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S11 / EquipmentEditorScreen,adopted/pending field,C08,short,Empty/filled/focus/invalid/read-only as applicable; Optional adopted field,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk;color.disabledContainer;color.disabledText,L05,P04,Type in listed S11 field order,Plain text; adopted short explanation/guidance bound500 when that field is governed by U2. No markup execution. Save: Explicit parent Save,Text / sentence capitalization; Next; label/required/helper/error spoken. Public identification,field_s11_type,Type,Tip,field-s11-type,"T-F-S11-type: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
F:S11-make,field,,S11,Equipment editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S11 / EquipmentEditorScreen,implemented field,C08,short,Empty/filled/focus/invalid/read-only as applicable; Optional,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk;color.disabledContainer;color.disabledText,L05,P04,Make in listed S11 field order,Plain text; adopted short explanation/guidance bound500 when that field is governed by U2. No markup execution. Save: Explicit parent Save,Text / sentence capitalization; Next; label/required/helper/error spoken. Public identification,field_s11_make,Make,Marcă,field-s11-make,"T-F-S11-make: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
F:S11-model,field,,S11,Equipment editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S11 / EquipmentEditorScreen,implemented field,C08,short,Empty/filled/focus/invalid/read-only as applicable; Optional,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk;color.disabledContainer;color.disabledText,L05,P04,Model in listed S11 field order,Plain text; adopted short explanation/guidance bound500 when that field is governed by U2. No markup execution. Save: Explicit parent Save,Text / sentence capitalization; Next; label/required/helper/error spoken. Public identification,field_s11_model,Model,Model,field-s11-model,"T-F-S11-model: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
F:S11-serial,field,,S11,Equipment editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S11 / EquipmentEditorScreen,implemented field,C08,identifier,Empty/filled/focus/invalid/read-only as applicable; Optional,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk;color.disabledContainer;color.disabledText,L05,P04,Serial number in listed S11 field order,"Plain identifier, adopted max120 unless format-specific codec differs; preserve exact identity, never parse as display name. Save: Explicit parent Save",Text / no autocorrect; Next; label/required/helper/error spoken. Public identification,field_s11_serial,Serial number,Număr de serie,field-s11-serial,"T-F-S11-serial: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
F:S11-internal-id,field,,S11,Equipment editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S11 / EquipmentEditorScreen,implemented field,C08,identifier,Empty/filled/focus/invalid/read-only as applicable; Optional,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk;color.disabledContainer;color.disabledText,L05,P04,Internal identifier in listed S11 field order,"Plain identifier, adopted max120 unless format-specific codec differs; preserve exact identity, never parse as display name. Save: Explicit parent Save","Text / no autocorrect; Next; label/required/helper/error spoken. Equipment identity, not private narrative",field_s11_internal-id,Internal identifier,Identificator intern,field-s11-internal-id,"T-F-S11-internal-id: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
F:S11-photo,field,,S11,Equipment editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S11 / EquipmentEditorScreen,adopted/pending field,C24,photo,Empty/filled/focus/invalid/read-only as applicable; Optional adopted intake,color.photoMat;color.surface;color.textPrimary;color.textSecondary;color.outlineDecorative;color.selection;color.selectionOutline,L05,P04,Identification photo in listed S11 field order,"Validate bytes/ownership before saved; preserve source normalizer (longest edge2560, no upscale), report inclusion explicit. Save: Explicit parent Save",External camera/selected-media handoff; label/required/helper/error spoken. Owned identification media,field_s11_photo,Identification photo,Fotografie de identificare,field-s11-photo,"T-F-S11-photo: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
F:S11-notes,field,,S11,Equipment editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S11 / EquipmentEditorScreen,implemented field,C23,note,Empty/filled/focus/invalid/read-only as applicable; Optional,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk,L05,P04,Internal notes in listed S11 field order,Adopted notes bound4000; preserve full Unicode and lines; active required reasons nonblank; public/private explicit. Save: Explicit parent Save,Multiline text / sentence capitalization; Newline; label/required/helper/error spoken. Private — not on reports,field_s11_notes,Internal notes,Note interne,field-s11-notes,"T-F-S11-notes: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
